Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
109.169;2511_matheus;09_PEDIDO_FOR;701930123-1TT;PS MATRIZ INFERIOR FINAL TAMPA HOLLOW;irineu;22/03/2025;24/03/2025;01/05/2025;8;25;200;0;8;82.543;25/03/2025;194.516;3057;NORMATIC SJP;25;200;27/03/2025;Aprovada;Confirmada;;clayton
109.169;2511_matheus;09_PEDIDO_FOR;701930123TT;PS PUNÇÃO INFERIOR FINAL TAMPA HOLLOW TRATAMENTO TÉRMICO;irineu;22/03/2025;24/03/2025;02/06/2025;8;25;200;0;8;82.543;25/03/2025;194.517;3057;NORMATIC SJP;25;200;27/03/2025;Aprovada;Confirmada;;clayton
109.169;2511_matheus;09_PEDIDO_FOR;701930123-1TT;PS MATRIZ INFERIOR FINAL TAMPA HOLLOW;irineu;22/03/2025;24/03/2025;02/06/2025;8;25;200;0;8;82.543;25/03/2025;194.518;3057;NORMATIC SJP;25;200;27/03/2025;Aprovada;Confirmada;;clayton
109.169;2511_matheus;09_PEDIDO_FOR;701930123TT;PS PUNÇÃO INFERIOR FINAL TAMPA HOLLOW TRATAMENTO TÉRMICO;irineu;22/03/2025;24/03/2025;01/07/2025;8;25;200;0;8;82.543;25/03/2025;194.519;3057;NORMATIC SJP;25;200;27/03/2025;Aprovada;Confirmada;;clayton
109.169;2511_matheus;09_PEDIDO_FOR;701930123-1TT;PS MATRIZ INFERIOR FINAL TAMPA HOLLOW;irineu;22/03/2025;24/03/2025;01/07/2025;8;25;200;0;8;82.543;25/03/2025;194.520;3057;NORMATIC SJP;25;200;27/03/2025;Aprovada;Confirmada;;clayton
109.170;2511_matheus;10_RECEBIDA;701820214;CONECTOR MACHO ECM;irineu;22/03/2025;24/03/2025;17/04/2025;4;219,16;876,64;4;0;82.563;27/03/2025;194.521;1562;W TECH;219,16;876,64;02/04/2025;Aprovada;Recebida;;clayton
109.170;2511_matheus;10_RECEBIDA;701820061;ELETRODO 1 - Ø15 X 102;irineu;22/03/2025;24/03/2025;17/04/2025;2;396,69;793,38;2;0;82.563;27/03/2025;194.522;1562;W TECH;396,69;793,38;02/04/2025;Aprovada;Recebida;;clayton
109.170;2511_matheus;10_RECEBIDA;701820062;ELETRODO 2 - Ø15 X 62;irineu;22/03/2025;24/03/2025;17/04/2025;4;416,64;1.666,56;4;0;82.563;27/03/2025;194.523;1562;W TECH;416,64;1.666,56;02/04/2025;Aprovada;Recebida;;clayton
109.170;2511_matheus;10_RECEBIDA;701820047;ELETRODO 5 - Ø15 X 69;irineu;22/03/2025;24/03/2025;17/04/2025;1;388,92;388,92;1;0;82.563;27/03/2025;194.524;1562;W TECH;405,56;405,56;02/04/2025;Aprovada;Recebida;;clayton
109.173;estagiariorh;10_RECEBIDA;801090209;TESOURA 21 CM CABO ANATOMICO INOX REF 91014 P/CORTAR PAPEL;Miriam;24/03/2025;24/03/2025;01/04/2025;1;15;15;1;0;59.913;20/04/2017;194.479;2863;FABESUL;11,11;11,11;;Aprovada;Recebida;;luciana
109.173;estagiariorh;00_RejCompras;801090284;KIT BLOCO ADESIVO.;Miriam;24/03/2025;24/03/2025;27/03/2025;1;51,9;51,9;0;0;0;;0;0;;51,9;0;;Não Aprovada;;;luciana
109.181;2451_camile;10_RECEBIDA;991020127;PS SERVIÇOS E MATERIAL DE MARKETING E PROPAGANDA;miriam;24/03/2025;24/03/2025;22/04/2025;1;400;400;1;0;82.529;24/03/2025;194.481;6356;MARIA JACILA;400;400;25/03/2025;Aprovada;Recebida;;evers
109.182;2511_matheus;10_RECEBIDA;701930085ac;Usinagem de acabamento - Matriz inf Bosch P;irineu;24/03/2025;24/03/2025;07/04/2025;1;2.600,00;2.600,00;1;0;82.574;27/03/2025;194.525;1088;BRASIMOLD;2.600,00;2.600,00;27/03/2025;Aprovada;Recebida;;clayton
109.182;2511_matheus;10_RECEBIDA;701930085CF;Corte a fio  - Matriz inf Bosch P;irineu;24/03/2025;24/03/2025;07/04/2025;2;528;1.056,00;2;0;82.574;27/03/2025;194.526;1088;BRASIMOLD;528;1.056,00;27/03/2025;Aprovada;Recebida;;clayton
109.182;2511_matheus;10_RECEBIDA;701930085GR;Gravação - Matriz inf Bosch P;irineu;24/03/2025;24/03/2025;07/04/2025;1;985;985;1;0;82.574;27/03/2025;194.527;1088;BRASIMOLD;985;985;27/03/2025;Aprovada;Recebida;;clayton
109.183;2451_camile;10_RECEBIDA;991020127;PS SERVIÇOS E MATERIAL DE MARKETING E PROPAGANDA;miriam;24/03/2025;24/03/2025;23/04/2025;20;63,66;1.273,20;20;0;82.535;24/03/2025;194.486;5440;UNITY LTDA;63,66;1.273,20;23/04/2025;Aprovada;Recebida;;evers
109.183;2451_camile;10_RECEBIDA;991020127;PS SERVIÇOS E MATERIAL DE MARKETING E PROPAGANDA;miriam;24/03/2025;24/03/2025;28/03/2025;10;69,9;699;10;0;82.540;24/03/2025;194.487;6357;IMPERIAL TEC;6,99;69,9;25/03/2025;Aprovada;Recebida;;evers
109.183;2451_camile;10_RECEBIDA;991020127;PS SERVIÇOS E MATERIAL DE MARKETING E PROPAGANDA;miriam;24/03/2025;24/03/2025;31/03/2025;60;6,47;388,2;60;0;82.589;28/03/2025;194.488;6362;AMY BAZAR;8,45;507;31/03/2025;Aprovada;Recebida;;evers
109.184;2439_luiz;09_PEDIDO_FOR;811040132;OCULOS SEGURANCA COM GRAU POLICARBONATO;irineu;24/03/2025;24/03/2025;24/04/2025;3;190,7366;572,2098;0;3;82.569;27/03/2025;194.489;6068;ID SAFETY;190;570;10/04/2025;Aprovada;Confirmada;;2439_luiz
109.185;2372_mauro;10_RECEBIDA;641050050;ESTOPA COSTURADA;miriam;24/03/2025;27/03/2025;03/04/2025;22;102,5;2.255,00;22;0;82.577;28/03/2025;194.625;4340;AURORA ESTOP;102,5;2.255,00;02/04/2025;Aprovada;Recebida;;2475_luciano
109.187;2439_luiz;10_RECEBIDA;991010012;COMBUSTÍVEL PARA VEICULOS;irineu;24/03/2025;24/03/2025;24/03/2025;8,583;6,99;59,9952;9;-0,42;82.536;24/03/2025;194.490;5037;CONDOR ATUBA;6,66667;-2,78;27/03/2025;Aprovada;Recebida;;2439_luiz
109.194;2372_mauro;10_RECEBIDA;641050014;PAPEL HIGIENICO ROLAO 8 X 300MT 9CM CELULOSE FLAMINGO;Miriam;24/03/2025;25/03/2025;28/03/2025;8;74,9;599,2;8;0;81.221;14/10/2024;194.543;6172;VS PRODUTOS;74,9;599,2;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050015;PAPEL TOALHA 22.5 X 20,5CM C/ 5000 FOLHAS - INDAIAL SOFT;Miriam;24/03/2025;25/03/2025;28/03/2025;18;169,8;3.056,40;18;0;81.221;14/10/2024;194.544;6172;VS PRODUTOS;169,8;3.056,40;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050011;SACO LIXO 100LT 75 X 80 X 4CM PRETO;Miriam;24/03/2025;25/03/2025;28/03/2025;3;27,5;82,5;3;0;81.221;14/10/2024;194.545;6172;VS PRODUTOS;27,5;82,5;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050072;SAPOLIO CREMOSO 250ML;Miriam;24/03/2025;25/03/2025;28/03/2025;8;9,98;79,84;8;0;81.221;14/10/2024;194.546;6172;VS PRODUTOS;9,98;79,84;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050073;VEJA MULTI USO;Miriam;24/03/2025;25/03/2025;28/03/2025;4;7,5;30;4;0;81.221;14/10/2024;194.547;6172;VS PRODUTOS;7,5;30;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050908;ALCOOL 92,8 INPM 1 LT;Miriam;24/03/2025;25/03/2025;28/03/2025;7;10,4;72,8;7;0;81.221;14/10/2024;194.548;6172;VS PRODUTOS;10,4;72,8;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050901;CERA PARA PISO LAMINADO INCOLOR;Miriam;24/03/2025;25/03/2025;28/03/2025;6;21;126;6;0;81.221;14/10/2024;194.549;6172;VS PRODUTOS;21;126;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050003;COPO DESCARTAVEL 180ML ECOCOPPO CX 2500;Miriam;24/03/2025;25/03/2025;28/03/2025;4;153,26;613,04;4;0;81.221;14/10/2024;194.550;6172;VS PRODUTOS;153,26;613,04;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641040101;DALISA PLUS;miriam;24/03/2025;25/03/2025;28/03/2025;120;4,92;590,4;120;0;38.484;17/06/2014;194.551;3983;BAND QUIMICA;4,92;590,4;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050915;DALKLEAR 300 PLUS;miriam;24/03/2025;25/03/2025;28/03/2025;60;3,9;234;60;0;38.484;17/06/2014;194.552;3983;BAND QUIMICA;8,75;525;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641040100;DALKLEAR FLUX 8;miriam;24/03/2025;25/03/2025;28/03/2025;60;5,3;318;60;0;38.484;17/06/2014;194.553;3983;BAND QUIMICA;5,3;318;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050078;ESCOVA MANUAL CERDAS DE NYLON;Miriam;24/03/2025;25/03/2025;28/03/2025;2;16,0107;32,0214;2;0;81.221;14/10/2024;194.554;6172;VS PRODUTOS;4,9;9,8;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641040006;ESPONJA M USO 75 X 110CM;Miriam;24/03/2025;25/03/2025;28/03/2025;20;1,45;29;20;0;81.221;14/10/2024;194.555;6172;VS PRODUTOS;1,45;29;;Aprovada;Recebida;;clayton
109.194;2372_mauro;10_RECEBIDA;641050899;FLANELA PARA LIMPEZA;Miriam;24/03/2025;25/03/2025;28/03/2025;24;2,16;51,84;24;0;81.221;14/10/2024;194.556;6172;VS PRODUTOS;2,16;51,84;;Aprovada;Recebida;;clayton
109.198;2511_matheus;10_RECEBIDA;701820214;CONECTOR MACHO ECM;irineu;25/03/2025;25/03/2025;17/04/2025;12;219,16;2.629,92;12;0;82.563;27/03/2025;194.557;1562;W TECH;219,16;2.629,92;02/04/2025;Aprovada;Recebida;;clayton
109.198;2511_matheus;10_RECEBIDA;701820061;ELETRODO 1 - Ø15 X 102;irineu;25/03/2025;25/03/2025;17/04/2025;2;396,69;793,38;2;0;82.563;27/03/2025;194.558;1562;W TECH;396,69;793,38;02/04/2025;Aprovada;Recebida;;clayton
109.198;2511_matheus;10_RECEBIDA;701820062;ELETRODO 2 - Ø15 X 62;irineu;25/03/2025;25/03/2025;17/04/2025;8;416,64;3.333,12;8;0;82.563;27/03/2025;194.559;1562;W TECH;416,64;3.333,12;02/04/2025;Aprovada;Recebida;;clayton
109.198;2511_matheus;10_RECEBIDA;701800332;BARRA Ø20x1000 mm TECAPEEK;irineu;25/03/2025;25/03/2025;04/04/2025;1;960;960;1;0;82.571;27/03/2025;194.560;1432;PAG;978;978;02/04/2025;Aprovada;Recebida;;clayton
109.200;estagiariomt;10_RECEBIDA;651300205;FECHADURA INTERNA;irineu;25/03/2025;27/03/2025;10/04/2025;1;42;42;1;0;82.592;28/03/2025;194.626;5382;MARUMBY;78,9;78,9;04/04/2025;Aprovada;Recebida;;2475_luciano
109.206;jakeline;10_RECEBIDA;991040048;PS ANALISE MATERIAIS E COMPONENTES-ENSAIOS;miriam;25/03/2025;26/03/2025;17/04/2025;1;460;460;1;0;82.558;26/03/2025;194.582;2033;TORK;460;460;27/03/2025;Aprovada;Recebida;;2470_wolker
109.206;jakeline;10_RECEBIDA;991040046;PS ENSAIO DE TRAÇÃO;miriam;25/03/2025;26/03/2025;17/04/2025;1;270;270;1;0;82.557;26/03/2025;194.583;2033;TORK;270;270;27/03/2025;Aprovada;Recebida;;2470_wolker
109.207;2303_roberto;10_RECEBIDA;651300126;PINO EXTRATOR Ø 16MM  X 125;irineu;25/03/2025;27/03/2025;14/04/2025;20;27,08;541,6;20;0;82.666;04/04/2025;194.599;1106;CAROLFIX;56;1.120,00;04/04/2025;Aprovada;Recebida;;clayton
109.209;2303_roberto;09_PDACEITO_FOR;701680071;PINCA FIXACAO CF DES IMD-4160  HOLLOW PISTON SOLDA;IRINEU;25/03/2025;27/03/2025;05/07/2025;4;1.831,00;7.324,00;0;4;68.257;10/02/2021;194.603;4203;ELETROSPARK;1.831,00;7.324,00;;Aprovada;Confirmada;;clayton
109.210;2511_matheus;10_RECEBIDA;701930061GR;Gravação - Matriz inf 5200 Schaeffler;irineu;26/03/2025;27/03/2025;10/04/2025;1;605;605;1;0;82.573;27/03/2025;194.604;1088;BRASIMOLD;605;605;02/04/2025;Aprovada;Recebida;;clayton
109.211;2511_matheus;10_RECEBIDA;701920085ac;Usinagem de acabamento - Matriz sup Bosch P;irineu;26/03/2025;27/03/2025;10/04/2025;2;3.300,00;6.600,00;2;0;82.573;27/03/2025;194.605;1088;BRASIMOLD;3.300,00;3.300,00;02/04/2025;Aprovada;Recebida;;clayton
109.211;2511_matheus;11_SAL_FOR;701930085CF;Corte a fio  - Matriz inf Bosch P;irineu;26/03/2025;27/03/2025;22/04/2025;4;720;2.880,00;3;1;82.573;27/03/2025;194.606;1088;BRASIMOLD;720;720;02/04/2025;Aprovada;Confirmada;;clayton
109.211;2511_matheus;11_SAL_FOR;701930085CF;Corte a fio  - Matriz inf Bosch P;irineu;26/03/2025;27/03/2025;22/04/2025;4;605;2.420,00;3;1;82.573;27/03/2025;194.607;1088;BRASIMOLD;605;605;02/04/2025;Aprovada;Confirmada;;clayton
109.211;2511_matheus;11_SAL_FOR;701930085CF;Corte a fio  - Matriz inf Bosch P;irineu;26/03/2025;27/03/2025;22/04/2025;4;580;2.320,00;3;1;82.573;27/03/2025;194.608;1088;BRASIMOLD;580;580;02/04/2025;Aprovada;Confirmada;;clayton
109.211;2511_matheus;10_RECEBIDA;701930085GR;Gravação - Matriz inf Bosch P;irineu;26/03/2025;27/03/2025;10/04/2025;2;1.690,00;3.380,00;2;0;82.573;27/03/2025;194.609;1088;BRASIMOLD;1.690,00;1.690,00;02/04/2025;Aprovada;Recebida;;clayton
109.212;jonas;08_IMPRIMIR;701060941;BROCA MD 2C HEL SRI Ø15,1 X 43 X 90;miriam;26/03/2025;26/03/2025;10/04/2025;2;758,49;1.516,98;0;2;82.565;27/03/2025;194.575;4217;GR DRILL;758,492;1.516,98;;Nao Aprovada;Confirmada;;fabioa
109.212;jonas;08_IMPRIMIR;701060940;BROCA MD 2C HEL SRI Ø8,23 X 23 X Ø20 X 80 FACEADORA;miriam;26/03/2025;26/03/2025;10/04/2025;2;773,22;1.546,44;0;2;82.565;27/03/2025;194.576;4217;GR DRILL;773,22;1.546,44;;Nao Aprovada;Confirmada;;fabioa
109.212;jonas;08_IMPRIMIR;701060939;BROCA MD 2C RET SRI Ø25,85 X 12 X Ø38 X 80 FACEADORA;miriam;26/03/2025;26/03/2025;10/04/2025;2;985,935;1.971,87;0;2;82.565;27/03/2025;194.577;4217;GR DRILL;985,9344;1.971,87;;Nao Aprovada;Confirmada;;fabioa
109.212;jonas;08_IMPRIMIR;701060938;BROCA MD 2C RET SRI Ø23,85 X 14,5 X Ø36 X 80 FACEADORA;miriam;26/03/2025;26/03/2025;10/04/2025;2;985,935;1.971,87;0;2;82.565;27/03/2025;194.578;4217;GR DRILL;985,9344;1.971,87;;Nao Aprovada;Confirmada;;fabioa
109.212;jonas;08_IMPRIMIR;701270037;REBAIXADOR MD 3C RET SRI Ø30 X 11 X 75;miriam;26/03/2025;26/03/2025;10/04/2025;2;933,385;1.866,77;0;2;82.565;27/03/2025;194.579;4217;GR DRILL;933,387;1.866,77;;Nao Aprovada;Confirmada;;fabioa
109.216;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;26/03/2025;02/04/2025;10/04/2025;1;3.300,00;3.300,00;1;0;82.652;02/04/2025;194.834;4820;SORELUZ LOC;3.300,00;3.300,00;04/04/2025;Aprovada;Recebida;;2475_luciano
109.216;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;26/03/2025;02/04/2025;10/04/2025;1;3.300,00;3.300,00;1;0;82.652;02/04/2025;194.835;4820;SORELUZ LOC;3.300,00;3.300,00;04/04/2025;Aprovada;Recebida;;2475_luciano
109.216;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;26/03/2025;02/04/2025;10/04/2025;1;3.300,00;3.300,00;1;0;82.652;02/04/2025;194.836;4820;SORELUZ LOC;3.300,00;3.300,00;04/04/2025;Aprovada;Recebida;;2475_luciano
109.217;2439_luiz;10_RECEBIDA;991120013;PS LIMPEZA E CONSERVAÇÃO;miriam;26/03/2025;26/03/2025;31/03/2025;1;350;350;1;0;82.561;27/03/2025;194.594;5618;BIOTRAT SIST;350;350;27/03/2025;Aprovada;Recebida;;2439_luiz
109.221;jakeline;10_RECEBIDA;991040048;PS ANALISE MATERIAIS E COMPONENTES-ENSAIOS;miriam;26/03/2025;26/03/2025;17/04/2025;1;460;460;1;0;82.568;27/03/2025;194.595;2033;TORK;460;460;27/03/2025;Aprovada;Recebida;;2470_wolker
109.221;jakeline;10_RECEBIDA;991040046;PS ENSAIO DE TRAÇÃO;miriam;26/03/2025;26/03/2025;17/04/2025;1;270;270;1;0;82.567;27/03/2025;194.596;2033;TORK;270;270;27/03/2025;Aprovada;Recebida;;2470_wolker
109.221;jakeline;10_RECEBIDA;991040050;PS MACROGRAFIA;miriam;26/03/2025;26/03/2025;17/04/2025;1;290;290;1;0;82.567;27/03/2025;194.597;2033;TORK;290;290;27/03/2025;Aprovada;Recebida;;2470_wolker
109.221;jakeline;10_RECEBIDA;991040052;PS ANÁLISE DE MICRO ESTRUTURA;miriam;26/03/2025;26/03/2025;17/04/2025;1;440;440;1;0;82.567;27/03/2025;194.598;2033;TORK;440;440;27/03/2025;Aprovada;Recebida;;2470_wolker
109.224;2372_mauro;10_RECEBIDA;411010049;COLMEIA PEQUENA BRIDGE;Miriam;26/03/2025;27/03/2025;09/04/2025;840;1,33;1.117,20;840;0;64.484;01/12/2019;194.627;4964;MASTERKRAF 2;1,5295;1.284,78;;Aprovada;Recebida;;2475_luciano
109.225;jakeline;10_RECEBIDA;991120022;PS SERVIÇOS DE TERCEIROS;miriam;26/03/2025;26/03/2025;04/04/2025;1;3.680,00;3.680,00;1;0;82.560;27/03/2025;194.585;4523;METROPAR;3.680,00;3.680,00;27/03/2025;Aprovada;Recebida;;fabioa
109.225;jakeline;10_RECEBIDA;991120022;PS SERVIÇOS DE TERCEIROS;miriam;26/03/2025;26/03/2025;04/04/2025;1;440;440;1;0;82.560;27/03/2025;194.586;4523;METROPAR;440;440;27/03/2025;Aprovada;Recebida;;fabioa
109.229;2303_roberto;09_PEDIDO_FOR;651120049;MOLA PRONTA EMBOLO DO COPO(MAIOR)AR-080 EXT-9,0 VÃO3,0 LO-50;irineu;26/03/2025;27/03/2025;22/04/2025;40;2,5;100;0;40;82.724;09/04/2025;194.610;4907;STEELMOL MOL;8,9;356;10/04/2025;Aprovada;Confirmada;;clayton
109.230;2303_roberto;10_RECEBIDA;651300438;PINO EXTRATOR Ï16 X 160 MM;irineu;26/03/2025;27/03/2025;04/04/2025;20;68,55;1.371,00;20;0;82.586;28/03/2025;194.611;1106;CAROLFIX;68,55;1.371,00;02/04/2025;Aprovada;Recebida;;clayton
109.238;2511_matheus;09_PEDIDO_FOR;701800189S;PS MORDENTE PARA SOLDA NACIONAL (POSTIÇO);irineu;27/03/2025;27/03/2025;22/04/2025;2;200;400;0;2;82.680;04/04/2025;194.628;2319;POLYTECKY;200;400;04/04/2025;Aprovada;Confirmada;;clayton
109.240;2511_matheus;12_ELIMINADA;701930001PO;Polimento - Matriz inf swash plate;irineu;27/03/2025;28/03/2025;31/03/2025;1;230;230;0;1;82.597;31/03/2025;194.645;2319;POLYTECKY;230;230;;Aprovada;Eliminada;;clayton
109.246;jakeline;10_RECEBIDA;801090314;SUPORTE PARA NOTEBOOK COOLER TABLE VERTICAL REF AC166;Miriam;27/03/2025;27/03/2025;01/04/2025;3;50;150;3;0;59.913;20/04/2017;194.642;2863;FABESUL;117,06;351,18;;Aprovada;Recebida;;2470_wolker
109.247;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;27/03/2025;27/03/2025;03/04/2025;1;4.237,00;4.237,00;1;0;82.578;28/03/2025;194.629;5832;BRASILINDUCA;4.237,00;4.237,00;28/03/2025;Aprovada;Recebida;;2475_luciano
109.247;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;27/03/2025;27/03/2025;03/04/2025;1;1.750,00;1.750,00;1;0;82.578;28/03/2025;194.630;5832;BRASILINDUCA;1.750,00;1.750,00;28/03/2025;Aprovada;Recebida;;2475_luciano
109.247;estagiariomt;10_RECEBIDA;991010054;COMPONENTES DE SERVICO;irineu;27/03/2025;27/03/2025;03/04/2025;1;4.630,00;4.630,00;1;0;82.578;28/03/2025;194.631;5832;BRASILINDUCA;4.630,00;4.630,00;28/03/2025;Aprovada;Recebida;;2475_luciano
109.248;jakeline;00_RejCompras;991100007;PS SERVIÇO MO TERCEIRIZADO;miriam;27/03/2025;28/03/2025;01/04/2025;1;32.000,00;32.000,00;0;0;0;;0;0;;32.000,00;0;;Não Aprovada;;;clayton
109.249;jakeline;09_PDACEITO_FOR;991100007;PS SERVIÇO MO TERCEIRIZADO;miriam;27/03/2025;28/03/2025;09/05/2025;1;18.000,00;18.000,00;0;1;82.582;28/03/2025;194.647;4507;GEMINI CTBA;18.000,00;18.000,00;01/04/2025;Aprovada;Confirmada;;clayton
109.250;2467_vedor;08_IMPRIMIR;372150023;AÇO VMO 310 X 310 X 160;miriam;27/03/2025;27/03/2025;10/04/2025;1;5.140,00;5.140,00;0;1;82.580;28/03/2025;194.643;4771;VILLARES MET;4.860,29;4.860,29;;Nao Aprovada;Confirmada;;vinicius
109.250;2467_vedor;08_IMPRIMIR;372150024;AÇO VMO 310 X 310 X 120;miriam;27/03/2025;27/03/2025;10/04/2025;1;3.645,00;3.645,00;0;1;82.580;28/03/2025;194.644;4771;VILLARES MET;3.644,21;3.644,21;;Nao Aprovada;Confirmada;;vinicius
109.251;2303_roberto;10_RECEBIDA;701060438s;PS BROCA MD 2C HEL SRI Ø3,1 X 18MM;irineu;27/03/2025;28/03/2025;11/04/2025;1;50,36;50,36;1;0;82.588;28/03/2025;194.648;3963;AFIASANT COM;50,36;50,36;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;10_RECEBIDA;701060724s;PS BROCA MD 2C RET CRI Ø13,57 X 11,2 X Ø10 X 12 X 100MM;irineu;27/03/2025;28/03/2025;11/04/2025;1;149,54;149,54;1;0;82.588;28/03/2025;194.649;3963;AFIASANT COM;149,54;149,54;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;09_PEDIDO_FOR;701060724s;PS BROCA MD 2C RET CRI Ø13,57 X 11,2 X Ø10 X 12 X 100MM;irineu;27/03/2025;28/03/2025;09/05/2025;1;149,54;149,54;0;1;82.588;28/03/2025;194.650;3963;AFIASANT COM;149,54;149,54;02/04/2025;Aprovada;Confirmada;;clayton
109.251;2303_roberto;10_RECEBIDA;701060729s;PS BROCA MD 2C HEL SRI Ø11 X 7 X Ø14 X 75MM;irineu;27/03/2025;28/03/2025;11/04/2025;1;50,36;50,36;1;0;82.588;28/03/2025;194.651;3963;AFIASANT COM;50,36;50,36;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;10_RECEBIDA;701200064s;PS REBARBADOR MD 3C RET SRI Ø7 X 45° X 75;irineu;27/03/2025;28/03/2025;11/04/2025;3;54,53;163,59;3;0;82.588;28/03/2025;194.652;3963;AFIASANT COM;54,53;163,59;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;10_RECEBIDA;701240082s;PS FRESA MD 2C HEL SRI Ø4 X 23;irineu;27/03/2025;28/03/2025;11/04/2025;1;48,71;48,71;1;0;82.588;28/03/2025;194.653;3963;AFIASANT COM;48,71;48,71;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;10_RECEBIDA;701240077s;PS FRESA MD 2C HEL SRI Ø6 X 2,35 X 45MM;irineu;27/03/2025;28/03/2025;11/04/2025;1;107,8;107,8;1;0;82.588;28/03/2025;194.654;3963;AFIASANT COM;107,8;107,8;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;09_PEDIDO_FOR;701240182s;PS FRESA PERFIL MD 4C HEL SRI Ï16 X 4 X 2 X Ï10 X 80;irineu;27/03/2025;28/03/2025;09/05/2025;1;50,36;50,36;0;1;82.588;28/03/2025;194.655;3963;AFIASANT COM;50,36;50,36;02/04/2025;Aprovada;Confirmada;;clayton
109.251;2303_roberto;10_RECEBIDA;701240198s;PS FRESA MD 2C RET SRI Ï2,29 X 1,75 X Ï8 X 70;irineu;27/03/2025;28/03/2025;11/04/2025;1;130;130;1;0;82.588;28/03/2025;194.656;3963;AFIASANT COM;130;130;02/04/2025;Aprovada;Recebida;;clayton
109.251;2303_roberto;09_PEDIDO_FOR;701240212s;PS FRESA MD 4C HEL SRI Ø5,5 X 8 X 85;irineu;27/03/2025;28/03/2025;09/05/2025;1;125,28;125,28;0;1;82.588;28/03/2025;194.657;3963;AFIASANT COM;125,28;125,28;02/04/2025;Aprovada;Confirmada;;clayton
109.251;2303_roberto;09_PEDIDO_FOR;701240282s;FRESA MD 2C HEL CRI Ø2,86 X 1,425MM;irineu;27/03/2025;28/03/2025;09/05/2025;2;123,6;247,2;0;2;82.588;28/03/2025;194.658;3963;AFIASANT COM;123,6;247,2;02/04/2025;Aprovada;Confirmada;;clayton
109.251;2303_roberto;09_PEDIDO_FOR;701270034s;PS REBAIXADOR MD 2C RET Ø10,2 X 0,5 X Ø22 X 65;irineu;27/03/2025;28/03/2025;09/05/2025;2;187;374;0;2;82.588;28/03/2025;194.659;3963;AFIASANT COM;187;374;02/04/2025;Aprovada;Confirmada;;clayton
109.252;2303_roberto;09_PEDIDO_FOR;701060696s;PS BROCA MD 2C RET CRI Ø13,57 X 11,2 X Ø18 X 100;irineu;27/03/2025;28/03/2025;05/05/2025;1;110;110;0;1;82.590;28/03/2025;194.660;6153;SOEK TOOLS;110;110;02/04/2025;Aprovada;Confirmada;;clayton
109.252;2303_roberto;10_RECEBIDA;701060203s;PS BROCA MD 2C HEL SRI Ø11,8 X 24,5MM;irineu;27/03/2025;28/03/2025;14/04/2025;1;65;65;1;0;82.590;28/03/2025;194.661;6153;SOEK TOOLS;65;65;02/04/2025;Aprovada;Recebida;;clayton
109.252;2303_roberto;09_PEDIDO_FOR;701240015s;PS FRESA MD 4C HEL SRI SC Ø20 X 45MM;irineu;27/03/2025;28/03/2025;02/06/2025;1;165;165;0;1;82.590;28/03/2025;194.662;6153;SOEK TOOLS;165;165;02/04/2025;Aprovada;Confirmada;;clayton
